b'id',b'lat',b'lon',b'user',b'uid',b'version',b'changeset',b'timestamp' 
b'7805165970',b'33.6523801',b'-117.7516885',b'Fluffy89502',b'10165657',b'1',b'89273254',b'2020-08-12T00:39:00Z'
b'7805165980',b'33.6514107',b'-117.7516524',b'Fluffy89502',b'10165657',b'1',b'89273254',b'2020-08-12T00:39:00Z'
b'7805165990',b'33.6520389',b'-117.7500687',b'Fluffy89502',b'10165657',b'1',b'89273254',b'2020-08-12T00:39:00Z'
b'7805166000',b'33.6526807',b'-117.7496009',b'Fluffy89502',b'10165657',b'1',b'89273254',b'2020-08-12T00:39:00Z'
b'7805166010',b'33.6523563',b'-117.7494617',b'Fluffy89502',b'10165657',b'1',b'89273254',b'2020-08-12T00:39:00Z'
b'7805166020',b'33.6495041',b'-117.7490099',b'Fluffy89502',b'10165657',b'1',b'89273254',b'2020-08-12T00:39:00Z'
b'7805166030',b'33.6494914',b'-117.7494947',b'Fluffy89502',b'10165657',b'1',b'89273254',b'2020-08-12T00:39:00Z'
b'7805166040',b'33.6493933',b'-117.7486440',b'Fluffy89502',b'10165657',b'1',b'89273254',b'2020-08-12T00:39:00Z'
b'7805166050',b'33.6502778',b'-117.7488427',b'Fluffy89502',b'10165657',b'1',b'89273254',b'2020-08-12T00:39:00Z'
b'7805166060',b'33.6534319',b'-117.7453435',b'Fluffy89502',b'10165657',b'1',b'89273254',b'2020-08-12T00:39:00Z'
b'7805166070',b'33.6525207',b'-117.7468717',b'Fluffy89502',b'10165657',b'1',b'89273254',b'2020-08-12T00:39:00Z'
b'7805166080',b'33.6488782',b'-117.7434088',b'Fluffy89502',b'10165657',b'1',b'89273254',b'2020-08-12T00:39:00Z'
b'7805319233',b'33.6422066',b'-117.8674258',b'michaedz',b'10159518',b'1',b'89275833',b'2020-08-12T03:27:31Z'
b'7805478881',b'33.7135660',b'-117.8729024',b'michaedz',b'10159518',b'1',b'89279310',b'2020-08-12T05:10:24Z'
b'7805492388',b'33.7135658',b'-117.8733971',b'michaedz',b'10159518',b'1',b'89279310',b'2020-08-12T05:10:24Z'
b'7805492398',b'33.7137614',b'-117.8714953',b'michaedz',b'10159518',b'1',b'89279310',b'2020-08-12T05:10:24Z'
b'7805492408',b'33.7135658',b'-117.8739904',b'michaedz',b'10159518',b'1',b'89279310',b'2020-08-12T05:10:24Z'
b'7805505375',b'33.7099462',b'-117.8490738',b'himansne',b'10127759',b'1',b'89280759',b'2020-08-12T05:39:51Z'
b'7805525068',b'33.7025413',b'-117.8569674',b'michaedz',b'10159518',b'1',b'89280629',b'2020-08-12T05:37:09Z'
b'7805525078',b'33.7022728',b'-117.8556371',b'michaedz',b'10159518',b'1',b'89280629',b'2020-08-12T05:37:09Z'
b'7805558988',b'33.6985506',b'-117.8557030',b'michaedz',b'10159518',b'1',b'89280629',b'2020-08-12T05:37:09Z'
b'7805598752',b'33.6589744',b'-117.8235418',b'sainiyam',b'10127769',b'1',b'89281542',b'2020-08-12T05:56:03Z'
b'7805630242',b'33.6929533',b'-117.7968227',b'dvyasha',b'10159524',b'1',b'89282414',b'2020-08-12T06:14:02Z'
b'7805646592',b'33.6442433',b'-117.8725582',b'sainiyam',b'10127769',b'1',b'89282624',b'2020-08-12T06:18:18Z'
b'7805690643',b'33.6300616',b'-117.7975672',b'sgmamz',b'10086288',b'1',b'89283760',b'2020-08-12T06:38:05Z'
b'7805690653',b'33.6296236',b'-117.7966895',b'sgmamz',b'10086288',b'1',b'89283760',b'2020-08-12T06:38:05Z'
b'7805690663',b'33.6289666',b'-117.7960938',b'sgmamz',b'10086288',b'1',b'89283760',b'2020-08-12T06:38:05Z'
b'7805690673',b'33.6282670',b'-117.7951630',b'sgmamz',b'10086288',b'1',b'89283760',b'2020-08-12T06:38:05Z'
b'7805765098',b'33.6742302',b'-117.8169355',b'sgmamz',b'10086288',b'1',b'89284998',b'2020-08-12T06:59:50Z'
b'7805765108',b'33.6738251',b'-117.8154721',b'sgmamz',b'10086288',b'1',b'89284998',b'2020-08-12T06:59:50Z'
b'7805817387',b'33.7023777',b'-117.7374946',b'sainiyam',b'10127769',b'1',b'89286349',b'2020-08-12T07:22:21Z'
b'7805936466',b'33.6399190',b'-117.7815669',b'michaedz',b'10159518',b'1',b'89289406',b'2020-08-12T08:15:09Z'
b'7806011692',b'33.6807909',b'-117.8715646',b'dvyasha',b'10159524',b'1',b'89290756',b'2020-08-12T08:38:25Z'
b'7806142649',b'33.7196117',b'-117.8489599',b'sgaraboi',b'11558574',b'1',b'89293932',b'2020-08-12T09:27:51Z'
b'7806142659',b'33.7190912',b'-117.8495665',b'sgaraboi',b'11558574',b'1',b'89293932',b'2020-08-12T09:27:51Z'
b'7806210595',b'33.6416828',b'-117.8476557',b'shoshibu',b'10192128',b'1',b'89295474',b'2020-08-12T09:51:00Z'
b'7806293433',b'33.7075499',b'-117.8502480',b'nschg',b'11558577',b'1',b'89297380',b'2020-08-12T10:21:21Z'
b'7806321815',b'33.7037753',b'-117.8588927',b'himansne',b'10127759',b'1',b'89298335',b'2020-08-12T10:36:19Z'
b'7806396015',b'33.6900911',b'-117.7590215',b'sgmamz',b'10086288',b'1',b'89299585',b'2020-08-12T10:56:42Z'
b'7806411213',b'33.6923006',b'-117.8305543',b'jssunkar',b'11558575',b'1',b'89299826',b'2020-08-12T11:00:31Z'
b'7806411223',b'33.6926748',b'-117.8325130',b'jssunkar',b'11558575',b'1',b'89299826',b'2020-08-12T11:00:31Z'
b'7806481990',b'33.6345093',b'-117.8445095',b'sgmamz',b'10086288',b'1',b'89301213',b'2020-08-12T11:22:46Z'
b'7806552949',b'33.7027007',b'-117.8552367',b'sainiyam',b'10127769',b'1',b'89303349',b'2020-08-12T12:01:38Z'
b'7806552959',b'33.7025843',b'-117.8551937',b'sainiyam',b'10127769',b'1',b'89303349',b'2020-08-12T12:01:38Z'
b'7806782561',b'33.6992044',b'-117.7974502',b'dvyasha',b'10159524',b'1',b'89307400',b'2020-08-12T13:26:20Z'
b'7806994244',b'33.6709677',b'-117.8781970',b'sgmamz',b'10086288',b'1',b'89311065',b'2020-08-12T15:00:36Z'
b'7808506240',b'33.6637085',b'-117.8406933',b'shoshibu',b'10192128',b'1',b'89326680',b'2020-08-13T01:41:39Z'
b'7808529818',b'33.7198656',b'-117.8554414',b'michaedz',b'10159518',b'1',b'89327102',b'2020-08-13T02:05:53Z'
b'7808539609',b'33.7163379',b'-117.7831899',b'vardhamk',b'10159523',b'1',b'89327082',b'2020-08-13T02:04:36Z'
b'7808539619',b'33.7179959',b'-117.7834754',b'vardhamk',b'10159523',b'1',b'89327082',b'2020-08-13T02:04:36Z'
b'7808547262',b'33.7276455',b'-117.8684103',b'jacorohi',b'10208965',b'1',b'89327271',b'2020-08-13T02:15:27Z'
b'7808547272',b'33.7274620',b'-117.8680186',b'jacorohi',b'10208965',b'1',b'89327271',b'2020-08-13T02:15:27Z'
b'7808547282',b'33.7274369',b'-117.8667009',b'jacorohi',b'10208965',b'1',b'89327271',b'2020-08-13T02:15:27Z'
b'7808553537',b'33.6577049',b'-117.8787131',b'smanidee',b'11558560',b'1',b'89327145',b'2020-08-13T02:08:56Z'
b'7808553547',b'33.6562706',b'-117.8780719',b'smanidee',b'11558560',b'1',b'89327145',b'2020-08-13T02:08:56Z'
b'7808553557',b'33.6561201',b'-117.8781847',b'smanidee',b'11558560',b'1',b'89327145',b'2020-08-13T02:08:56Z'
b'7808559946',b'33.7288751',b'-117.7629341',b'ramayang',b'10457700',b'1',b'89327316',b'2020-08-13T02:17:47Z'
b'7808582170',b'33.6779240',b'-117.7838734',b'mandalat',b'11579047',b'1',b'89328343',b'2020-08-13T03:02:33Z'
b'7808620365',b'33.6867178',b'-117.8114435',b'vardhamk',b'10159523',b'1',b'89328897',b'2020-08-13T03:25:47Z'
b'7808623056',b'33.6978883',b'-117.8381642',b'vardhamk',b'10159523',b'1',b'89328807',b'2020-08-13T03:21:56Z'
b'7808719675',b'33.6545932',b'-117.7799776',b'Fluffy89502',b'10165657',b'1',b'89330951',b'2020-08-13T04:31:25Z'
b'7808738485',b'33.6541854',b'-117.7796056',b'Fluffy89502',b'10165657',b'1',b'89330951',b'2020-08-13T04:31:25Z'
b'7808738495',b'33.6539790',b'-117.7788331',b'Fluffy89502',b'10165657',b'1',b'89330951',b'2020-08-13T04:31:25Z'
b'7808738505',b'33.6536710',b'-117.7774387',b'Fluffy89502',b'10165657',b'1',b'89330951',b'2020-08-13T04:31:25Z'
b'7808738515',b'33.6541863',b'-117.7786573',b'Fluffy89502',b'10165657',b'1',b'89330951',b'2020-08-13T04:31:25Z'
b'7808738525',b'33.6557988',b'-117.7788138',b'Fluffy89502',b'10165657',b'1',b'89330951',b'2020-08-13T04:31:25Z'
b'7808738535',b'33.6556913',b'-117.7794043',b'Fluffy89502',b'10165657',b'1',b'89330951',b'2020-08-13T04:31:25Z'
b'7808747067',b'33.7084922',b'-117.8614909',b'vrevanth',b'11558576',b'1',b'89331373',b'2020-08-13T04:41:49Z'
b'7809004678',b'33.6615441',b'-117.7533651',b'Fluffy89502',b'10165657',b'1',b'89336906',b'2020-08-13T06:32:19Z'
b'7809020688',b'33.6599187',b'-117.7545227',b'Fluffy89502',b'10165657',b'1',b'89336906',b'2020-08-13T06:32:19Z'
b'7809020698',b'33.6606783',b'-117.7536408',b'Fluffy89502',b'10165657',b'1',b'89336906',b'2020-08-13T06:32:19Z'
b'7809020708',b'33.6611300',b'-117.7529802',b'Fluffy89502',b'10165657',b'1',b'89336906',b'2020-08-13T06:32:19Z'
b'7809020718',b'33.6608500',b'-117.7536022',b'Fluffy89502',b'10165657',b'1',b'89336906',b'2020-08-13T06:32:19Z'
b'7809020728',b'33.6597213',b'-117.7532555',b'Fluffy89502',b'10165657',b'1',b'89336906',b'2020-08-13T06:32:19Z'
b'7809020738',b'33.6605507',b'-117.7518829',b'Fluffy89502',b'10165657',b'1',b'89336906',b'2020-08-13T06:32:19Z'
b'7809020748',b'33.6600186',b'-117.7522010',b'Fluffy89502',b'10165657',b'1',b'89336906',b'2020-08-13T06:32:19Z'
b'7809020758',b'33.6601319',b'-117.7516359',b'Fluffy89502',b'10165657',b'1',b'89336906',b'2020-08-13T06:32:19Z'
b'7809020768',b'33.6590429',b'-117.7543450',b'Fluffy89502',b'10165657',b'1',b'89336906',b'2020-08-13T06:32:19Z'
b'7809020778',b'33.6594435',b'-117.7537558',b'Fluffy89502',b'10165657',b'1',b'89336906',b'2020-08-13T06:32:19Z'
b'7809020788',b'33.6588620',b'-117.7519822',b'Fluffy89502',b'10165657',b'1',b'89336906',b'2020-08-13T06:32:19Z'
b'7809020798',b'33.6587515',b'-117.7535547',b'Fluffy89502',b'10165657',b'1',b'89336906',b'2020-08-13T06:32:19Z'
b'7809020808',b'33.6592114',b'-117.7528225',b'Fluffy89502',b'10165657',b'1',b'89336906',b'2020-08-13T06:32:19Z'
b'7809020818',b'33.6589251',b'-117.7556891',b'Fluffy89502',b'10165657',b'1',b'89336906',b'2020-08-13T06:32:19Z'
b'7809020828',b'33.6597352',b'-117.7546636',b'Fluffy89502',b'10165657',b'1',b'89336906',b'2020-08-13T06:32:19Z'
b'7809020838',b'33.6594731',b'-117.7519841',b'Fluffy89502',b'10165657',b'1',b'89336906',b'2020-08-13T06:32:19Z'
b'7809020848',b'33.6577694',b'-117.7525463',b'Fluffy89502',b'10165657',b'1',b'89336906',b'2020-08-13T06:32:19Z'
b'7809020858',b'33.6572045',b'-117.7523317',b'Fluffy89502',b'10165657',b'1',b'89336906',b'2020-08-13T06:32:19Z'
b'7809020868',b'33.6578308',b'-117.7498131',b'Fluffy89502',b'10165657',b'1',b'89336906',b'2020-08-13T06:32:19Z'
b'7809020878',b'33.6583164',b'-117.7520527',b'Fluffy89502',b'10165657',b'1',b'89336906',b'2020-08-13T06:32:19Z'
b'7809020888',b'33.6578462',b'-117.7515356',b'Fluffy89502',b'10165657',b'1',b'89336906',b'2020-08-13T06:32:19Z'
b'7809020898',b'33.6584300',b'-117.7509918',b'Fluffy89502',b'10165657',b'1',b'89336906',b'2020-08-13T06:32:19Z'
b'7809020908',b'33.6584474',b'-117.7514142',b'Fluffy89502',b'10165657',b'1',b'89336906',b'2020-08-13T06:32:19Z'
b'7809077955',b'33.6603758',b'-117.7447106',b'Fluffy89502',b'10165657',b'1',b'89338593',b'2020-08-13T07:02:01Z'
b'7809077965',b'33.6595663',b'-117.7448437',b'Fluffy89502',b'10165657',b'1',b'89338593',b'2020-08-13T07:02:01Z'
b'7809077975',b'33.6596965',b'-117.7436411',b'Fluffy89502',b'10165657',b'1',b'89338593',b'2020-08-13T07:02:01Z'
b'7809095885',b'33.6602961',b'-117.7439284',b'Fluffy89502',b'10165657',b'1',b'89338593',b'2020-08-13T07:02:01Z'
b'7809095895',b'33.6613261',b'-117.7440708',b'Fluffy89502',b'10165657',b'1',b'89338593',b'2020-08-13T07:02:01Z'
b'7809095905',b'33.6611114',b'-117.7454494',b'Fluffy89502',b'10165657',b'1',b'89338593',b'2020-08-13T07:02:01Z'
b'7809095915',b'33.6590764',b'-117.7445730',b'Fluffy89502',b'10165657',b'1',b'89338593',b'2020-08-13T07:02:01Z'
b'7809095925',b'33.6584982',b'-117.7452730',b'Fluffy89502',b'10165657',b'1',b'89338593',b'2020-08-13T07:02:01Z'
b'7809095935',b'33.6592282',b'-117.7433905',b'Fluffy89502',b'10165657',b'1',b'89338593',b'2020-08-13T07:02:01Z'
b'7809095945',b'33.6583146',b'-117.7420550',b'Fluffy89502',b'10165657',b'1',b'89338593',b'2020-08-13T07:02:01Z'
b'7809095955',b'33.6576141',b'-117.7428254',b'Fluffy89502',b'10165657',b'1',b'89338593',b'2020-08-13T07:02:01Z'
b'7809095965',b'33.6577283',b'-117.7431699',b'Fluffy89502',b'10165657',b'1',b'89338593',b'2020-08-13T07:02:01Z'
b'7809095975',b'33.6591106',b'-117.7443022',b'Fluffy89502',b'10165657',b'1',b'89338593',b'2020-08-13T07:02:01Z'
b'7809095985',b'33.6581244',b'-117.7411430',b'Fluffy89502',b'10165657',b'1',b'89338593',b'2020-08-13T07:02:01Z'
b'7809095995',b'33.6571915',b'-117.7400829',b'Fluffy89502',b'10165657',b'1',b'89338593',b'2020-08-13T07:02:01Z'
b'7809096005',b'33.6572566',b'-117.7407402',b'Fluffy89502',b'10165657',b'1',b'89338593',b'2020-08-13T07:02:01Z'
b'7809096015',b'33.6562349',b'-117.7398891',b'Fluffy89502',b'10165657',b'1',b'89338593',b'2020-08-13T07:02:01Z'
b'7809096025',b'33.6567829',b'-117.7368682',b'Fluffy89502',b'10165657',b'1',b'89338593',b'2020-08-13T07:02:01Z'
b'7809096035',b'33.6545244',b'-117.7373072',b'Fluffy89502',b'10165657',b'1',b'89338593',b'2020-08-13T07:02:01Z'
b'7809096045',b'33.6559550',b'-117.7392896',b'Fluffy89502',b'10165657',b'1',b'89338593',b'2020-08-13T07:02:01Z'
b'7809096055',b'33.6568646',b'-117.7388296',b'Fluffy89502',b'10165657',b'1',b'89338593',b'2020-08-13T07:02:01Z'
b'7809096065',b'33.6557099',b'-117.7389650',b'Fluffy89502',b'10165657',b'1',b'89338593',b'2020-08-13T07:02:01Z'
b'7809096075',b'33.6560365',b'-117.7392903',b'Fluffy89502',b'10165657',b'1',b'89338593',b'2020-08-13T07:02:01Z'
b'7809151892',b'33.6578931',b'-117.7567710',b'Fluffy89502',b'10165657',b'1',b'89339699',b'2020-08-13T07:19:37Z'
b'7809151902',b'33.6574354',b'-117.7552261',b'Fluffy89502',b'10165657',b'1',b'89339699',b'2020-08-13T07:19:37Z'
b'7809151912',b'33.6576867',b'-117.7561571',b'Fluffy89502',b'10165657',b'1',b'89339699',b'2020-08-13T07:19:37Z'
b'7809151922',b'33.6579523',b'-117.7554375',b'Fluffy89502',b'10165657',b'1',b'89339699',b'2020-08-13T07:19:37Z'
b'7809151932',b'33.6567720',b'-117.7537103',b'Fluffy89502',b'10165657',b'1',b'89339699',b'2020-08-13T07:19:37Z'
b'7809151942',b'33.6558672',b'-117.7548766',b'Fluffy89502',b'10165657',b'1',b'89339699',b'2020-08-13T07:19:37Z'
b'7809151952',b'33.6560266',b'-117.7538562',b'Fluffy89502',b'10165657',b'1',b'89339699',b'2020-08-13T07:19:37Z'
b'7809151962',b'33.6566553',b'-117.7540827',b'Fluffy89502',b'10165657',b'1',b'89339699',b'2020-08-13T07:19:37Z'
b'7809151972',b'33.6575198',b'-117.7527015',b'Fluffy89502',b'10165657',b'1',b'89339699',b'2020-08-13T07:19:37Z'
b'7809151982',b'33.6577923',b'-117.7546906',b'Fluffy89502',b'10165657',b'1',b'89339699',b'2020-08-13T07:19:37Z'
b'7809202592',b'33.6486226',b'-117.7649371',b'Fluffy89502',b'10165657',b'1',b'89340808',b'2020-08-13T07:39:18Z'
b'7809202602',b'33.6514082',b'-117.7665791',b'Fluffy89502',b'10165657',b'1',b'89340808',b'2020-08-13T07:39:18Z'
b'7809202612',b'33.6495128',b'-117.7660042',b'Fluffy89502',b'10165657',b'1',b'89340808',b'2020-08-13T07:39:18Z'
b'7809202622',b'33.6486737',b'-117.7641086',b'Fluffy89502',b'10165657',b'1',b'89340808',b'2020-08-13T07:39:18Z'
b'7809202632',b'33.6499665',b'-117.7654624',b'Fluffy89502',b'10165657',b'1',b'89340808',b'2020-08-13T07:39:18Z'
b'7809202642',b'33.6475199',b'-117.7659944',b'Fluffy89502',b'10165657',b'1',b'89340808',b'2020-08-13T07:39:18Z'
b'7809218564',b'33.6763075',b'-117.7791806',b'Fluffy89502',b'10165657',b'1',b'89341232',b'2020-08-13T07:47:09Z'
b'7809218574',b'33.6770814',b'-117.7785123',b'Fluffy89502',b'10165657',b'1',b'89341232',b'2020-08-13T07:47:09Z'
b'7809218584',b'33.6777045',b'-117.7782673',b'Fluffy89502',b'10165657',b'1',b'89341232',b'2020-08-13T07:47:09Z'
b'7809218894',b'33.6774904',b'-117.7793364',b'Fluffy89502',b'10165657',b'1',b'89341232',b'2020-08-13T07:47:09Z'
b'7809218904',b'33.6765084',b'-117.7786925',b'Fluffy89502',b'10165657',b'1',b'89341232',b'2020-08-13T07:47:09Z'
b'7809218914',b'33.6768968',b'-117.7785662',b'Fluffy89502',b'10165657',b'1',b'89341232',b'2020-08-13T07:47:09Z'
b'7809218924',b'33.6785518',b'-117.7780506',b'Fluffy89502',b'10165657',b'1',b'89341232',b'2020-08-13T07:47:09Z'
b'7809218934',b'33.6776842',b'-117.7778884',b'Fluffy89502',b'10165657',b'1',b'89341232',b'2020-08-13T07:47:09Z'
b'7809218944',b'33.6776783',b'-117.7767582',b'Fluffy89502',b'10165657',b'1',b'89341232',b'2020-08-13T07:47:09Z'
b'7809218954',b'33.6772295',b'-117.7774505',b'Fluffy89502',b'10165657',b'1',b'89341232',b'2020-08-13T07:47:09Z'
b'7809218964',b'33.6771177',b'-117.7768808',b'Fluffy89502',b'10165657',b'1',b'89341232',b'2020-08-13T07:47:09Z'
b'7809218974',b'33.6769778',b'-117.7762305',b'Fluffy89502',b'10165657',b'1',b'89341232',b'2020-08-13T07:47:09Z'
b'7809218984',b'33.6768098',b'-117.7770875',b'Fluffy89502',b'10165657',b'1',b'89341232',b'2020-08-13T07:47:09Z'
b'7811371664',b'33.6613628',b'-117.7474249',b'Fluffy89502',b'10165657',b'1',b'89381529',b'2020-08-14T02:54:21Z'
b'7811371674',b'33.6618687',b'-117.7456456',b'Fluffy89502',b'10165657',b'1',b'89381529',b'2020-08-14T02:54:21Z'
b'7811371684',b'33.6620108',b'-117.7441547',b'Fluffy89502',b'10165657',b'1',b'89381529',b'2020-08-14T02:54:21Z'
b'7811382494',b'33.6631074',b'-117.7444343',b'Fluffy89502',b'10165657',b'1',b'89381529',b'2020-08-14T02:54:21Z'
b'7811382504',b'33.6634165',b'-117.7448622',b'Fluffy89502',b'10165657',b'1',b'89381529',b'2020-08-14T02:54:21Z'
b'7811382514',b'33.6644615',b'-117.7461673',b'Fluffy89502',b'10165657',b'1',b'89381529',b'2020-08-14T02:54:21Z'
b'7811382524',b'33.6644416',b'-117.7465221',b'Fluffy89502',b'10165657',b'1',b'89381529',b'2020-08-14T02:54:21Z'
b'7811382534',b'33.6653923',b'-117.7475060',b'Fluffy89502',b'10165657',b'1',b'89381529',b'2020-08-14T02:54:21Z'
b'7811382544',b'33.6617449',b'-117.7444344',b'Fluffy89502',b'10165657',b'1',b'89381529',b'2020-08-14T02:54:21Z'
b'7811382554',b'33.6620661',b'-117.7448478',b'Fluffy89502',b'10165657',b'1',b'89381529',b'2020-08-14T02:54:21Z'
b'7811382564',b'33.6621507',b'-117.7442217',b'Fluffy89502',b'10165657',b'1',b'89381529',b'2020-08-14T02:54:21Z'
b'7811382574',b'33.6628503',b'-117.7444534',b'Fluffy89502',b'10165657',b'1',b'89381529',b'2020-08-14T02:54:21Z'
b'7811382584',b'33.6630948',b'-117.7446496',b'Fluffy89502',b'10165657',b'1',b'89381529',b'2020-08-14T02:54:21Z'
b'7811382594',b'33.6624333',b'-117.7456975',b'Fluffy89502',b'10165657',b'1',b'89381529',b'2020-08-14T02:54:21Z'
b'7811382604',b'33.6636024',b'-117.7469202',b'Fluffy89502',b'10165657',b'1',b'89381529',b'2020-08-14T02:54:21Z'
b'7811382614',b'33.6641632',b'-117.7464323',b'Fluffy89502',b'10165657',b'1',b'89381529',b'2020-08-14T02:54:21Z'
b'7811382624',b'33.6639576',b'-117.7470045',b'Fluffy89502',b'10165657',b'1',b'89381529',b'2020-08-14T02:54:21Z'
b'7811382634',b'33.6617844',b'-117.7465338',b'Fluffy89502',b'10165657',b'1',b'89381529',b'2020-08-14T02:54:21Z'
b'7811382644',b'33.6626716',b'-117.7472366',b'Fluffy89502',b'10165657',b'1',b'89381529',b'2020-08-14T02:54:21Z'
b'7811382654',b'33.6637809',b'-117.7474931',b'Fluffy89502',b'10165657',b'1',b'89381529',b'2020-08-14T02:54:21Z'
b'7811382664',b'33.6627483',b'-117.7472705',b'Fluffy89502',b'10165657',b'1',b'89381529',b'2020-08-14T02:54:21Z'
b'7811382674',b'33.6634596',b'-117.7486446',b'Fluffy89502',b'10165657',b'1',b'89381529',b'2020-08-14T02:54:21Z'
b'7811382684',b'33.6639368',b'-117.7473721',b'Fluffy89502',b'10165657',b'1',b'89381529',b'2020-08-14T02:54:21Z'
b'7811382694',b'33.6642982',b'-117.7465525',b'Fluffy89502',b'10165657',b'1',b'89381529',b'2020-08-14T02:54:21Z'
b'7811382704',b'33.6651708',b'-117.7476803',b'Fluffy89502',b'10165657',b'1',b'89381529',b'2020-08-14T02:54:21Z'
b'7811457156',b'33.6659488',b'-117.7473777',b'Fluffy89502',b'10165657',b'1',b'89383437',b'2020-08-14T04:15:00Z'
b'7811457166',b'33.6665312',b'-117.7489624',b'Fluffy89502',b'10165657',b'1',b'89383437',b'2020-08-14T04:15:00Z'
b'7811457176',b'33.6667082',b'-117.7492568',b'Fluffy89502',b'10165657',b'1',b'89383437',b'2020-08-14T04:15:00Z'
b'7811479686',b'33.6675285',b'-117.7505858',b'Fluffy89502',b'10165657',b'1',b'89383437',b'2020-08-14T04:15:00Z'
b'7811479696',b'33.6668259',b'-117.7490014',b'Fluffy89502',b'10165657',b'1',b'89383437',b'2020-08-14T04:15:00Z'
b'7811479706',b'33.6666124',b'-117.7487827',b'Fluffy89502',b'10165657',b'1',b'89383437',b'2020-08-14T04:15:00Z'
b'7811479716',b'33.6666316',b'-117.7481195',b'Fluffy89502',b'10165657',b'1',b'89383437',b'2020-08-14T04:15:00Z'
b'7811479726',b'33.6661899',b'-117.7472321',b'Fluffy89502',b'10165657',b'1',b'89383437',b'2020-08-14T04:15:00Z'
b'7811479736',b'33.6667630',b'-117.7476843',b'Fluffy89502',b'10165657',b'1',b'89383437',b'2020-08-14T04:15:00Z'
b'7811479746',b'33.6659695',b'-117.7473784',b'Fluffy89502',b'10165657',b'1',b'89383437',b'2020-08-14T04:15:00Z'
b'7811479756',b'33.6667778',b'-117.7478206',b'Fluffy89502',b'10165657',b'1',b'89383437',b'2020-08-14T04:15:00Z'
b'7811479766',b'33.6669920',b'-117.7486643',b'Fluffy89502',b'10165657',b'1',b'89383437',b'2020-08-14T04:15:00Z'
b'7811479776',b'33.6674681',b'-117.7494617',b'Fluffy89502',b'10165657',b'1',b'89383437',b'2020-08-14T04:15:00Z'
b'7811479786',b'33.6676676',b'-117.7492818',b'Fluffy89502',b'10165657',b'1',b'89383437',b'2020-08-14T04:15:00Z'
b'7811479796',b'33.6672477',b'-117.7486109',b'Fluffy89502',b'10165657',b'1',b'89383437',b'2020-08-14T04:15:00Z'
b'7811479806',b'33.6677275',b'-117.7490330',b'Fluffy89502',b'10165657',b'1',b'89383437',b'2020-08-14T04:15:00Z'
b'7811479816',b'33.6672334',b'-117.7483232',b'Fluffy89502',b'10165657',b'1',b'89383437',b'2020-08-14T04:15:00Z'
b'7811479826',b'33.6674934',b'-117.7486413',b'Fluffy89502',b'10165657',b'1',b'89383437',b'2020-08-14T04:15:00Z'
b'7811479836',b'33.6669159',b'-117.7476847',b'Fluffy89502',b'10165657',b'1',b'89383437',b'2020-08-14T04:15:00Z'
b'7811479846',b'33.6676068',b'-117.7497921',b'Fluffy89502',b'10165657',b'1',b'89383437',b'2020-08-14T04:15:00Z'
b'7811479856',b'33.6669935',b'-117.7490142',b'Fluffy89502',b'10165657',b'1',b'89383437',b'2020-08-14T04:15:00Z'
b'7811479866',b'33.6668679',b'-117.7493737',b'Fluffy89502',b'10165657',b'1',b'89383437',b'2020-08-14T04:15:00Z'
b'7811479876',b'33.6674165',b'-117.7503171',b'Fluffy89502',b'10165657',b'1',b'89383437',b'2020-08-14T04:15:00Z'
b'7811479886',b'33.6676040',b'-117.7503976',b'Fluffy89502',b'10165657',b'1',b'89383437',b'2020-08-14T04:15:00Z'
b'7811479896',b'33.6676723',b'-117.7498138',b'Fluffy89502',b'10165657',b'1',b'89383437',b'2020-08-14T04:15:00Z'
b'7811479906',b'33.6653194',b'-117.7465245',b'Fluffy89502',b'10165657',b'1',b'89383437',b'2020-08-14T04:15:00Z'
b'7811479916',b'33.6661102',b'-117.7465355',b'Fluffy89502',b'10165657',b'1',b'89383437',b'2020-08-14T04:15:00Z'
b'7811479926',b'33.6657809',b'-117.7470733',b'Fluffy89502',b'10165657',b'1',b'89383437',b'2020-08-14T04:15:00Z'
b'7811479936',b'33.6651700',b'-117.7462042',b'Fluffy89502',b'10165657',b'1',b'89383437',b'2020-08-14T04:15:00Z'
b'7811479946',b'33.6654874',b'-117.7455835',b'Fluffy89502',b'10165657',b'1',b'89383437',b'2020-08-14T04:15:00Z'
b'7811479956',b'33.6654634',b'-117.7454114',b'Fluffy89502',b'10165657',b'1',b'89383437',b'2020-08-14T04:15:00Z'
b'7811479966',b'33.6649398',b'-117.7460118',b'Fluffy89502',b'10165657',b'1',b'89383437',b'2020-08-14T04:15:00Z'
b'7811479976',b'33.6650194',b'-117.7458492',b'Fluffy89502',b'10165657',b'1',b'89383437',b'2020-08-14T04:15:00Z'
b'7811603959',b'33.6668380',b'-117.7682566',b'Fluffy89502',b'10165657',b'1',b'89386552',b'2020-08-14T05:22:54Z'
b'7811603969',b'33.6681328',b'-117.7660787',b'Fluffy89502',b'10165657',b'1',b'89386552',b'2020-08-14T05:22:54Z'
b'7811603979',b'33.6681630',b'-117.7664646',b'Fluffy89502',b'10165657',b'1',b'89386552',b'2020-08-14T05:22:54Z'
b'7811609489',b'33.6684594',b'-117.7667924',b'Fluffy89502',b'10165657',b'1',b'89386552',b'2020-08-14T05:22:54Z'
