b'id',b'lat',b'lon',b'user',b'uid',b'version',b'changeset',b'timestamp' 
b'2797385779',b'33.6152104',b'-117.7945774',b'rgtXplor',b'531084',b'1',b'21755534',b'2014-04-17T19:11:15Z'
b'2797385789',b'33.6146151',b'-117.7935227',b'rgtXplor',b'531084',b'1',b'21755534',b'2014-04-17T19:11:15Z'
b'2797385799',b'33.6141037',b'-117.7935351',b'rgtXplor',b'531084',b'1',b'21755534',b'2014-04-17T19:11:15Z'
b'2797385809',b'33.6135673',b'-117.7928662',b'rgtXplor',b'531084',b'1',b'21755534',b'2014-04-17T19:11:16Z'
b'2797385819',b'33.6120022',b'-117.7922450',b'rgtXplor',b'531084',b'1',b'21755534',b'2014-04-17T19:11:16Z'
b'2797385829',b'33.6107554',b'-117.7902879',b'rgtXplor',b'531084',b'1',b'21755534',b'2014-04-17T19:11:16Z'
b'2797385839',b'33.6090650',b'-117.7898879',b'rgtXplor',b'531084',b'1',b'21755534',b'2014-04-17T19:11:16Z'
b'2797385849',b'33.6069884',b'-117.7893057',b'rgtXplor',b'531084',b'1',b'21755534',b'2014-04-17T19:11:17Z'
b'2797891197',b'33.6146133',b'-117.7807084',b'rgtXplor',b'531084',b'1',b'21760005',b'2014-04-17T23:22:30Z'
b'2797891207',b'33.6117985',b'-117.7815816',b'jangahari',b'10086289',b'2',b'79009220',b'2019-12-30T10:40:35Z'
b'2797891217',b'33.6108076',b'-117.7819861',b'jangahari',b'10086289',b'2',b'79009220',b'2019-12-30T10:40:35Z'
b'2797891227',b'33.6127951',b'-117.7793619',b'rgtXplor',b'531084',b'1',b'21760005',b'2014-04-17T23:22:31Z'
b'2797891262',b'33.6155537',b'-117.7824009',b'rgtXplor',b'531084',b'1',b'21760005',b'2014-04-17T23:22:31Z'
b'2797891372',b'33.6203649',b'-117.7869553',b'rgtXplor',b'531084',b'1',b'21760005',b'2014-04-17T23:22:32Z'
b'2797891382',b'33.6232818',b'-117.7897984',b'rgtXplor',b'531084',b'1',b'21760005',b'2014-04-17T23:22:32Z'
b'2797891392',b'33.6149975',b'-117.7810464',b'rgtXplor',b'531084',b'1',b'21760005',b'2014-04-17T23:22:32Z'
b'2797891402',b'33.6162920',b'-117.7817300',b'Spanholz',b'2209894',b'2',b'40470640',b'2016-07-04T05:42:04Z'
b'2797891412',b'33.6172370',b'-117.7814480',b'Spanholz',b'2209894',b'2',b'40470640',b'2016-07-04T05:42:04Z'
b'2797891422',b'33.6188520',b'-117.7814630',b'Spanholz',b'2209894',b'2',b'40470640',b'2016-07-04T05:42:05Z'
b'2797891432',b'33.6199620',b'-117.7814030',b'Spanholz',b'2209894',b'2',b'40470640',b'2016-07-04T05:42:05Z'
b'2797891442',b'33.6211870',b'-117.7816650',b'Spanholz',b'2209894',b'2',b'40470640',b'2016-07-04T05:42:05Z'
b'2819144075',b'33.6521866',b'-117.8228604',b'SJFriedl',b'2709708',b'2',b'75172742',b'2019-10-01T22:13:54Z'
b'2819236038',b'33.6513424',b'-117.8216192',b'Kyler Chin',b'10682115',b'2',b'85624802',b'2020-05-22T17:31:12Z'
b'2819236048',b'33.6527504',b'-117.8223218',b'talldave',b'557058',b'1',b'21963505',b'2014-04-26T20:35:08Z'
b'2819236058',b'33.6511133',b'-117.8233678',b'Kyler Chin',b'10682115',b'2',b'79880504',b'2020-01-21T22:50:32Z'
b'2819236068',b'33.6520672',b'-117.8239419',b'talldave',b'557058',b'1',b'21963505',b'2014-04-26T20:35:09Z'
b'2819236078',b'33.6518663',b'-117.8227134',b'talldave',b'557058',b'1',b'21963505',b'2014-04-26T20:35:09Z'
b'2819236088',b'33.6516575',b'-117.8226222',b'talldave',b'557058',b'1',b'21963505',b'2014-04-26T20:35:09Z'
b'2819236098',b'33.6522268',b'-117.8220536',b'talldave',b'557058',b'1',b'21963505',b'2014-04-26T20:35:09Z'
b'2819236817',b'33.6540320',b'-117.8225820',b'talldave',b'557058',b'1',b'21963505',b'2014-04-26T20:35:10Z'
b'2819236827',b'33.6522726',b'-117.8244220',b'talldave',b'557058',b'1',b'21963505',b'2014-04-26T20:35:10Z'
b'2819363612',b'33.6921547',b'-117.8154182',b'RexTCA',b'382583',b'1',b'21964821',b'2014-04-26T21:39:10Z'
b'2819363622',b'33.6951874',b'-117.8160862',b'kollipay',b'10480282',b'3',b'79138542',b'2020-01-03T03:20:19Z'
b'2819425473',b'33.6651737',b'-117.7899362',b'SJFriedl',b'2709708',b'2',b'37066435',b'2016-02-07T19:29:28Z'
b'2819425485',b'33.6663847',b'-117.7911229',b'RexTCA',b'382583',b'1',b'21965667',b'2014-04-26T22:32:09Z'
b'2819425495',b'33.6713579',b'-117.7827839',b'RexTCA',b'382583',b'1',b'21965667',b'2014-04-26T22:32:10Z'
b'2819426105',b'33.6723209',b'-117.7828890',b'Fluffy89502',b'10165657',b'2',b'89433233',b'2020-08-15T00:35:00Z'
b'2840947835',b'33.6632047',b'-117.7893293',b'nmcveity',b'2063744',b'1',b'22177480',b'2014-05-06T23:23:45Z'
b'2840947845',b'33.6612037',b'-117.7831731',b'Grayfox88',b'6869539',b'2',b'54216744',b'2017-11-30T21:11:02Z'
b'2840947855',b'33.6590741',b'-117.7783166',b'nmcveity',b'2063744',b'1',b'22177480',b'2014-05-06T23:23:46Z'
b'2840947865',b'33.6599241',b'-117.7761074',b'Bill Sellin',b'6203853',b'2',b'76177267',b'2019-10-24T23:58:40Z'
b'2843658591',b'33.7280354',b'-117.8013479',b'Zian Choy',b'296869',b'1',b'22204831',b'2014-05-08T08:52:19Z'
b'2844698398',b'33.6387123',b'-117.7387185',b'Evanator',b'451067',b'2',b'23261747',b'2014-06-29T03:31:01Z'
b'2851827956',b'33.6415375',b'-117.7500661',b'SJFriedl',b'2709708',b'2',b'30586274',b'2015-04-28T16:21:29Z'
b'2851827966',b'33.6443323',b'-117.7523602',b'SJFriedl',b'2709708',b'2',b'30586274',b'2015-04-28T16:21:30Z'
b'2851827976',b'33.6465298',b'-117.7531359',b'SJFriedl',b'2709708',b'2',b'30586274',b'2015-04-28T16:21:30Z'
b'2851827993',b'33.6499188',b'-117.7556665',b'Bill Sellin',b'6203853',b'4',b'75126452',b'2019-10-01T03:57:09Z'
b'2854025231',b'33.6499232',b'-117.8307024',b'colejohnson66',b'716282',b'2',b'60811302',b'2018-07-17T19:33:22Z'
b'2894898403',b'33.6478622',b'-117.8352456',b'Zian Choy',b'296869',b'1',b'22687291',b'2014-06-02T06:36:05Z'
b'2894898424',b'33.6485963',b'-117.8345249',b'Zian Choy',b'296869',b'1',b'22687291',b'2014-06-02T06:36:05Z'
b'2894898434',b'33.6490860',b'-117.8331664',b'Zian Choy',b'296869',b'1',b'22687291',b'2014-06-02T06:36:05Z'
b'2894898444',b'33.6493762',b'-117.8354149',b'Zian Choy',b'296869',b'1',b'22687291',b'2014-06-02T06:36:06Z'
b'2894898454',b'33.6500355',b'-117.8353752',b'Zian Choy',b'296869',b'1',b'22687291',b'2014-06-02T06:36:06Z'
b'2897708513',b'33.7299964',b'-117.8303631',b'Dami_Tn',b'2012449',b'1',b'22720699',b'2014-06-03T18:52:36Z'
b'2938338966',b'33.6134508',b'-117.7285041',b'Evanator',b'451067',b'1',b'23261747',b'2014-06-29T03:10:28Z'
b'2938338982',b'33.6125193',b'-117.7287589',b'Evanator',b'451067',b'1',b'23261747',b'2014-06-29T03:10:29Z'
b'2938338994',b'33.6139377',b'-117.7287884',b'Evanator',b'451067',b'1',b'23261747',b'2014-06-29T03:10:29Z'
b'2938339005',b'33.6134731',b'-117.7290835',b'Evanator',b'451067',b'1',b'23261747',b'2014-06-29T03:10:30Z'
b'2938339015',b'33.6135915',b'-117.7286355',b'Evanator',b'451067',b'1',b'23261747',b'2014-06-29T03:10:30Z'
b'2938339028',b'33.6133167',b'-117.7281152',b'Evanator',b'451067',b'1',b'23261747',b'2014-06-29T03:10:30Z'
b'2938339042',b'33.6131671',b'-117.7281179',b'Evanator',b'451067',b'1',b'23261747',b'2014-06-29T03:10:30Z'
b'2938339056',b'33.6131738',b'-117.7284478',b'Evanator',b'451067',b'1',b'23261747',b'2014-06-29T03:10:31Z'
b'2938339066',b'33.6130911',b'-117.7284692',b'Evanator',b'451067',b'1',b'23261747',b'2014-06-29T03:10:31Z'
b'2938340952',b'33.6279417',b'-117.7296839',b'Evanator',b'451067',b'1',b'23261747',b'2014-06-29T03:14:59Z'
b'2938340979',b'33.6316084',b'-117.7305640',b'Fluffy89502',b'10165657',b'3',b'89489523',b'2020-08-17T03:26:31Z'
b'2938340992',b'33.6297534',b'-117.7297214',b'Evanator',b'451067',b'1',b'23261747',b'2014-06-29T03:17:35Z'
b'2938341305',b'33.6325738',b'-117.7315806',b'Evanator',b'451067',b'1',b'23261747',b'2014-06-29T03:17:36Z'
b'2938341655',b'33.6340024',b'-117.7340352',b'Evanator',b'451067',b'1',b'23261747',b'2014-06-29T03:18:57Z'
b'2938352661',b'33.6400025',b'-117.7423464',b'Evanator',b'451067',b'1',b'23261747',b'2014-06-29T03:30:58Z'
b'2938352674',b'33.6428125',b'-117.7437496',b'samely',b'2512300',b'2',b'37674267',b'2016-03-07T20:54:27Z'
b'2938352688',b'33.6375743',b'-117.7407526',b'Grayfox88',b'6869539',b'2',b'54282583',b'2017-12-02T21:33:30Z'
b'2938352704',b'33.6423606',b'-117.7435022',b'samely',b'2512300',b'2',b'37674267',b'2016-03-07T20:54:27Z'
b'2938352721',b'33.6437020',b'-117.7429952',b'Evanator',b'451067',b'1',b'23261747',b'2014-06-29T03:30:59Z'
b'2938352732',b'33.6448043',b'-117.7448146',b'Evanator',b'451067',b'1',b'23261747',b'2014-06-29T03:31:00Z'
b'2938358114',b'33.6493998',b'-117.7483293',b'Baloo Uriza',b'92286',b'2',b'78287394',b'2019-12-12T02:13:57Z'
b'2938358128',b'33.6452149',b'-117.7379043',b'Baloo Uriza',b'92286',b'2',b'81891099',b'2020-03-07T06:04:00Z'
b'2938358138',b'33.6487586',b'-117.7472045',b'Evanator',b'451067',b'1',b'23261747',b'2014-06-29T03:47:38Z'
b'2938358150',b'33.6431812',b'-117.7344717',b'Baloo Uriza',b'92286',b'2',b'81891099',b'2020-03-07T06:04:00Z'
b'2938358162',b'33.6481806',b'-117.7449993',b'Evanator',b'451067',b'1',b'23261747',b'2014-06-29T03:47:38Z'
b'2938358176',b'33.6479496',b'-117.7487136',b'Baloo Uriza',b'92286',b'2',b'81890794',b'2020-03-07T05:46:23Z'
b'2938358191',b'33.6472925',b'-117.7477326',b'Baloo Uriza',b'92286',b'2',b'81890794',b'2020-03-07T05:46:23Z'
b'2938361103',b'33.6449647',b'-117.7372635',b'Evanator',b'451067',b'1',b'23261747',b'2014-06-29T03:47:39Z'
b'2938361113',b'33.6492007',b'-117.7474298',b'Evanator',b'451067',b'1',b'23261747',b'2014-06-29T03:47:39Z'
b'2938361128',b'33.6494823',b'-117.7477968',b'Evanator',b'451067',b'1',b'23261747',b'2014-06-29T03:47:40Z'
b'2938361139',b'33.6466299',b'-117.7463042',b'Baloo Uriza',b'92286',b'2',b'81890794',b'2020-03-07T05:46:23Z'
b'2938361152',b'33.6491475',b'-117.7485795',b'Baloo Uriza',b'92286',b'2',b'78287394',b'2019-12-12T02:13:57Z'
b'2938361164',b'33.6470458',b'-117.7469426',b'Baloo Uriza',b'92286',b'2',b'81890794',b'2020-03-07T05:46:23Z'
b'2938361176',b'33.6473467',b'-117.7477352',b'Baloo Uriza',b'92286',b'2',b'81890794',b'2020-03-07T05:46:23Z'
b'2938361188',b'33.6486247',b'-117.7472527',b'Evanator',b'451067',b'1',b'23261747',b'2014-06-29T03:47:41Z'
b'2938361201',b'33.6481469',b'-117.7450480',b'Evanator',b'451067',b'1',b'23261747',b'2014-06-29T03:47:41Z'
b'2938361213',b'33.6490855',b'-117.7488081',b'Baloo Uriza',b'92286',b'3',b'78287394',b'2019-12-12T02:13:57Z'
b'2938361228',b'33.6471106',b'-117.7456706',b'Baloo Uriza',b'92286',b'3',b'81890794',b'2020-03-07T05:46:23Z'
b'2989716730',b'33.6316155',b'-117.8555508',b'Geofreund1',b'179581',b'1',b'24466863',b'2014-07-31T17:29:48Z'
b'3008380911',b'33.6351938',b'-117.7473100',b'Brian@Brea',b'416346',b'1',b'24650555',b'2014-08-10T09:44:16Z'
b'3010842251',b'33.6407713',b'-117.8612409',b'magren',b'89370',b'1',b'24684118',b'2014-08-11T17:47:02Z'
b'3027997176',b'33.6293657',b'-117.8348897',b'kuavula',b'10480288',b'2',b'79102507',b'2020-01-02T07:20:38Z'
b'3027997186',b'33.6300915',b'-117.8349903',b'kuavula',b'10480288',b'2',b'79102955',b'2020-01-02T07:39:17Z'
b'3027997196',b'33.6304599',b'-117.8359266',b'rkachelriess',b'413047',b'1',b'24865442',b'2014-08-19T17:32:10Z'
b'3027997206',b'33.6309373',b'-117.8387280',b'rkachelriess',b'413047',b'1',b'24865442',b'2014-08-19T17:32:10Z'
b'3027997216',b'33.6312989',b'-117.8367111',b'rkachelriess',b'413047',b'1',b'24865442',b'2014-08-19T17:32:10Z'
b'3027997226',b'33.6315852',b'-117.8355141',b'rkachelriess',b'413047',b'1',b'24865442',b'2014-08-19T17:32:10Z'
b'3027997936',b'33.6323743',b'-117.8367568',b'rkachelriess',b'413047',b'1',b'24865442',b'2014-08-19T17:32:11Z'
b'3030456483',b'33.6466167',b'-117.8153561',b'pravallg',b'10457692',b'2',b'79048211',b'2019-12-31T09:02:21Z'
b'3030456493',b'33.6485439',b'-117.8209200',b'Christine_E',b'1707766',b'1',b'24894825',b'2014-08-20T19:56:16Z'
b'3030456504',b'33.6495843',b'-117.8280681',b'Christine_E',b'1707766',b'1',b'24894825',b'2014-08-20T19:56:16Z'
b'3030456514',b'33.6501031',b'-117.8266698',b'Christine_E',b'1707766',b'1',b'24894825',b'2014-08-20T19:56:16Z'
b'3030456524',b'33.6501738',b'-117.8253242',b'Christine_E',b'1707766',b'1',b'24894825',b'2014-08-20T19:56:17Z'
b'3030472767',b'33.6518107',b'-117.8395682',b'Aaron Lidman',b'53073',b'2',b'74734173',b'2019-09-20T20:20:41Z'
b'3030472777',b'33.6518350',b'-117.8374773',b'Christine_E',b'1707766',b'1',b'24894998',b'2014-08-20T20:04:21Z'
b'3039720648',b'33.6138644',b'-117.8583805',b'_Mathieu_',b'53964',b'1',b'24985314',b'2014-08-24T18:04:33Z'
b'3039720659',b'33.6269108',b'-117.8499851',b'_Mathieu_',b'53964',b'2',b'35020135',b'2015-11-01T20:06:51Z'
b'3039720671',b'33.6166099',b'-117.8555788',b'_Mathieu_',b'53964',b'1',b'24985314',b'2014-08-24T18:04:33Z'
b'3039720687',b'33.6233624',b'-117.8504708',b'_Mathieu_',b'53964',b'1',b'24985314',b'2014-08-24T18:04:34Z'
b'3039720698',b'33.6136507',b'-117.8587964',b'_Mathieu_',b'53964',b'1',b'24985314',b'2014-08-24T18:04:34Z'
b'3039856937',b'33.6475274',b'-117.8268878',b'_Mathieu_',b'53964',b'1',b'24987327',b'2014-08-24T19:18:04Z'
b'3039856947',b'33.6452967',b'-117.8261153',b'_Mathieu_',b'53964',b'1',b'24987327',b'2014-08-24T19:18:04Z'
b'3039856957',b'33.6474448',b'-117.8272097',b'_Mathieu_',b'53964',b'1',b'24987327',b'2014-08-24T19:18:04Z'
b'3039856967',b'33.6467727',b'-117.8292428',b'_Mathieu_',b'53964',b'1',b'24987327',b'2014-08-24T19:18:04Z'
b'3039856977',b'33.6471188',b'-117.8265257',b'_Mathieu_',b'53964',b'1',b'24987327',b'2014-08-24T19:18:04Z'
b'3039856987',b'33.6457602',b'-117.8268492',b'_Mathieu_',b'53964',b'1',b'24987327',b'2014-08-24T19:18:04Z'
b'3039856997',b'33.6473443',b'-117.8265069',b'_Mathieu_',b'53964',b'1',b'24987327',b'2014-08-24T19:18:05Z'
b'3039857007',b'33.6458885',b'-117.8262521',b'_Mathieu_',b'53964',b'1',b'24987327',b'2014-08-24T19:18:05Z'
b'3039857017',b'33.6456629',b'-117.8274484',b'_Mathieu_',b'53964',b'1',b'24987327',b'2014-08-24T19:18:05Z'
b'3039857027',b'33.6469981',b'-117.8286198',b'_Mathieu_',b'53964',b'1',b'24987327',b'2014-08-24T19:18:05Z'
b'3039857037',b'33.6454153',b'-117.8275256',b'_Mathieu_',b'53964',b'1',b'24987327',b'2014-08-24T19:18:05Z'
b'3039857047',b'33.6473197',b'-117.8280385',b'_Mathieu_',b'53964',b'1',b'24987327',b'2014-08-24T19:18:06Z'
b'3039857057',b'33.6466230',b'-117.8250662',b'_Mathieu_',b'53964',b'1',b'24987327',b'2014-08-24T19:18:06Z'
b'3039857067',b'33.6456049',b'-117.8258847',b'_Mathieu_',b'53964',b'1',b'24987327',b'2014-08-24T19:18:06Z'
b'3039857077',b'33.6470518',b'-117.8282933',b'_Mathieu_',b'53964',b'1',b'24987327',b'2014-08-24T19:18:06Z'
b'3039857087',b'33.6473015',b'-117.8262271',b'_Mathieu_',b'53964',b'2',b'33529716',b'2015-08-23T17:59:43Z'
b'3039857097',b'33.6457098',b'-117.8273331',b'_Mathieu_',b'53964',b'1',b'24987327',b'2014-08-24T19:18:07Z'
b'3039857107',b'33.6475408',b'-117.8272928',b'_Mathieu_',b'53964',b'1',b'24987327',b'2014-08-24T19:18:07Z'
b'3039857117',b'33.6459219',b'-117.8266518',b'_Mathieu_',b'53964',b'1',b'24987327',b'2014-08-24T19:18:07Z'
b'3039857127',b'33.6463005',b'-117.8260876',b'_Mathieu_',b'53964',b'1',b'24987327',b'2014-08-24T19:18:07Z'
b'3039857137',b'33.6470227',b'-117.8284730',b'_Mathieu_',b'53964',b'1',b'24987327',b'2014-08-24T19:18:08Z'
b'3039857147',b'33.6465315',b'-117.8290041',b'_Mathieu_',b'53964',b'1',b'24987327',b'2014-08-24T19:18:08Z'
b'3039857157',b'33.6469223',b'-117.8263326',b'_Mathieu_',b'53964',b'1',b'24987327',b'2014-08-24T19:18:08Z'
b'3039857167',b'33.6457007',b'-117.8267780',b'_Mathieu_',b'53964',b'1',b'24987327',b'2014-08-24T19:18:08Z'
b'3039857177',b'33.6453235',b'-117.8260402',b'_Mathieu_',b'53964',b'1',b'24987327',b'2014-08-24T19:18:08Z'
b'3039857187',b'33.6471831',b'-117.8275290',b'_Mathieu_',b'53964',b'1',b'24987327',b'2014-08-24T19:18:09Z'
b'3039857197',b'33.6458550',b'-117.8262655',b'_Mathieu_',b'53964',b'1',b'24987327',b'2014-08-24T19:18:09Z'
b'3039857207',b'33.6473778',b'-117.8264533',b'_Mathieu_',b'53964',b'1',b'24987327',b'2014-08-24T19:18:09Z'
b'3039857217',b'33.6464422',b'-117.8257345',b'_Mathieu_',b'53964',b'1',b'24987327',b'2014-08-24T19:18:09Z'
b'3039857227',b'33.6453816',b'-117.8266410',b'_Mathieu_',b'53964',b'1',b'24987327',b'2014-08-24T19:18:10Z'
b'3039857237',b'33.6467414',b'-117.8254501',b'_Mathieu_',b'53964',b'1',b'24987327',b'2014-08-24T19:18:10Z'
b'3046275212',b'33.6806435',b'-117.8371600',b'Grayfox88',b'6869539',b'2',b'54161072',b'2017-11-28T21:01:32Z'
b'3046282470',b'33.6800792',b'-117.8376295',b'seebaer04',b'1830867',b'1',b'25059491',b'2014-08-27T19:19:33Z'
b'3046291245',b'33.6801069',b'-117.8370788',b'seebaer04',b'1830867',b'1',b'25059589',b'2014-08-27T19:24:43Z'
b'3046291256',b'33.6801884',b'-117.8361350',b'Grayfox88',b'6869539',b'2',b'54161072',b'2017-11-28T21:01:33Z'
b'3047179842',b'33.6423916',b'-117.8364833',b'_Mathieu_',b'53964',b'1',b'25072221',b'2014-08-28T12:12:51Z'
b'3047179852',b'33.6423982',b'-117.8373060',b'_Mathieu_',b'53964',b'1',b'25072221',b'2014-08-28T12:12:51Z'
b'3047179862',b'33.6442472',b'-117.8385378',b'_Mathieu_',b'53964',b'1',b'25072221',b'2014-08-28T12:12:52Z'
b'3047179872',b'33.6427075',b'-117.8396243',b'muziriana',b'6058023',b'2',b'60035300',b'2018-06-21T08:34:06Z'
b'3049306044',b'33.6426598',b'-117.8364778',b'DavidKewley',b'4179946',b'3',b'47582261',b'2017-04-09T01:21:08Z'
b'3049306055',b'33.6395689',b'-117.8518593',b'_Mathieu_',b'53964',b'1',b'25102649',b'2014-08-29T17:55:37Z'
b'3049306065',b'33.6413165',b'-117.8469481',b'DavidKewley',b'4179946',b'2',b'47582261',b'2017-04-09T01:21:07Z'
b'3049306077',b'33.6413733',b'-117.8476541',b'DavidKewley',b'4179946',b'2',b'47582261',b'2017-04-09T01:21:07Z'
b'3049306087',b'33.6493825',b'-117.8529000',b'_Mathieu_',b'53964',b'1',b'25102649',b'2014-08-29T17:55:37Z'
b'3049306097',b'33.6403448',b'-117.8527478',b'DavidKewley',b'4179946',b'2',b'47582579',b'2017-04-09T01:58:22Z'
b'3049306107',b'33.6427577',b'-117.8396206',b'samely',b'2512300',b'2',b'37596695',b'2016-03-03T21:03:56Z'
b'3049306117',b'33.6430976',b'-117.8490304',b'd5f40e1632',b'6123527',b'3',b'68853231',b'2019-04-03T18:44:34Z'
b'3049306127',b'33.6427937',b'-117.8491351',b'DavidKewley',b'4179946',b'2',b'47582261',b'2017-04-09T01:21:07Z'
b'3049306437',b'33.6427293',b'-117.8398665',b'DavidKewley',b'4179946',b'2',b'47582261',b'2017-04-09T01:21:08Z'
b'3049306448',b'33.6420236',b'-117.8431312',b'DavidKewley',b'4179946',b'2',b'47582261',b'2017-04-09T01:21:08Z'
b'3049306458',b'33.6419151',b'-117.8433784',b'DavidKewley',b'4179946',b'2',b'47582261',b'2017-04-09T01:21:08Z'
b'3049306468',b'33.6427329',b'-117.8390393',b'DavidKewley',b'4179946',b'2',b'47582261',b'2017-04-09T01:21:08Z'
b'3049331337',b'33.6679107',b'-117.8737888',b'TheTastyOne',b'3194066',b'3',b'34312621',b'2015-09-28T20:10:04Z'
b'3049331347',b'33.6766964',b'-117.8649465',b'n76',b'318696',b'2',b'81023577',b'2020-02-14T19:35:19Z'
b'3049331362',b'33.6810516',b'-117.8671412',b'TheTastyOne',b'3194066',b'2',b'33918914',b'2015-09-09T20:12:15Z'
b'3049331378',b'33.6766763',b'-117.8650370',b'n76',b'318696',b'2',b'81023577',b'2020-02-14T19:35:19Z'
b'3049331392',b'33.6801067',b'-117.8626962',b'TheTastyOne',b'3194066',b'2',b'33918914',b'2015-09-09T20:12:15Z'
b'3050670926',b'33.7182052',b'-117.7954633',b'SJFriedl',b'2709708',b'2',b'29621208',b'2015-03-20T18:25:52Z'
b'3050672136',b'33.7182225',b'-117.7955437',b'SJFriedl',b'2709708',b'2',b'29621208',b'2015-03-20T18:25:52Z'
b'3075750253',b'33.6338957',b'-117.8309542',b'bb749',b'2712376',b'2',b'81607961',b'2020-02-28T21:38:56Z'
b'3075799599',b'33.6501810',b'-117.8593645',b'Zian Choy',b'296869',b'1',b'25420549',b'2014-09-13T21:19:34Z'
b'3075817550',b'33.6463049',b'-117.8456139',b'Zian Choy',b'296869',b'1',b'25420627',b'2014-09-13T21:23:51Z'
b'3075817560',b'33.6466812',b'-117.8454581',b'Zian Choy',b'296869',b'1',b'25420627',b'2014-09-13T21:23:51Z'
b'3075817570',b'33.6471376',b'-117.8467272',b'Zian Choy',b'296869',b'1',b'25420627',b'2014-09-13T21:23:51Z'
b'3075817580',b'33.6472626',b'-117.8466555',b'Zian Choy',b'296869',b'1',b'25420627',b'2014-09-13T21:23:51Z'
b'3088351731',b'33.6773238',b'-117.7545486',b'Zian Choy',b'296869',b'1',b'25569441',b'2014-09-20T23:22:02Z'
b'3088351741',b'33.6776631',b'-117.7530144',b'Zian Choy',b'296869',b'1',b'25569441',b'2014-09-20T23:22:02Z'
b'3088351752',b'33.6782060',b'-117.7539544',b'Fluffy89502',b'10165657',b'2',b'89484014',b'2020-08-16T21:25:02Z'
b'3134555261',b'33.6967932',b'-117.8026798',b'Christine_E',b'1707766',b'1',b'26136890',b'2014-10-17T04:20:46Z'
b'3134555271',b'33.6927027',b'-117.8066065',b'Christine_E',b'1707766',b'1',b'26136890',b'2014-10-17T04:20:46Z'
b'3134563263',b'33.6907226',b'-117.8095777',b'SJFriedl',b'2709708',b'2',b'74762479',b'2019-09-22T03:20:38Z'
b'3134563273',b'33.6902768',b'-117.8088783',b'Christine_E',b'1707766',b'1',b'26137048',b'2014-10-17T04:39:24Z'
b'3134563283',b'33.6904621',b'-117.8089495',b'SJFriedl',b'2709708',b'2',b'74762479',b'2019-09-22T03:20:38Z'
b'3134563293',b'33.6904038',b'-117.8091385',b'SJFriedl',b'2709708',b'2',b'74762479',b'2019-09-22T03:20:38Z'
b'3134563303',b'33.6877706',b'-117.8147497',b'Christine_E',b'1707766',b'1',b'26137048',b'2014-10-17T04:39:24Z'
b'3134563313',b'33.6778724',b'-117.8209764',b'Mxdanger',b'7152372',b'2',b'55203184',b'2018-01-06T04:59:16Z'
b'3134613182',b'33.6725216',b'-117.8215559',b'SJFriedl',b'2709708',b'2',b'38440515',b'2016-04-09T23:32:59Z'
b'3134613192',b'33.6751221',b'-117.8224369',b'Christine_E',b'1707766',b'1',b'26137598',b'2014-10-17T05:59:22Z'
b'3134613202',b'33.6753810',b'-117.8216752',b'Christine_E',b'1707766',b'1',b'26137598',b'2014-10-17T05:59:22Z'
b'3134613212',b'33.6758788',b'-117.8222304',b'Christine_E',b'1707766',b'1',b'26137598',b'2014-10-17T05:59:22Z'
b'3134613222',b'33.6753855',b'-117.8219595',b'Christine_E',b'1707766',b'1',b'26137598',b'2014-10-17T05:59:22Z'
b'3134614632',b'33.6753988',b'-117.8224906',b'Christine_E',b'1707766',b'1',b'26137598',b'2014-10-17T05:59:22Z'
b'3134614643',b'33.6767373',b'-117.8223462',b'Christine_E',b'1707766',b'1',b'26137598',b'2014-10-17T05:59:23Z'
b'3134614653',b'33.6752538',b'-117.8236868',b'Christine_E',b'1707766',b'1',b'26137598',b'2014-10-17T05:59:23Z'
b'3134614663',b'33.6823304',b'-117.8120366',b'Christine_E',b'1707766',b'1',b'26137598',b'2014-10-17T05:59:23Z'
b'3134614673',b'33.6828594',b'-117.8121064',b'Christine_E',b'1707766',b'1',b'26137598',b'2014-10-17T05:59:23Z'
b'3134614683',b'33.6826518',b'-117.8124497',b'Christine_E',b'1707766',b'1',b'26137598',b'2014-10-17T05:59:23Z'
b'3134614693',b'33.6830178',b'-117.8130076',b'Christine_E',b'1707766',b'1',b'26137598',b'2014-10-17T05:59:23Z'
b'3134614703',b'33.6833705',b'-117.8129459',b'Christine_E',b'1707766',b'1',b'26137598',b'2014-10-17T05:59:24Z'
b'3134614713',b'33.6836919',b'-117.8131659',b'Christine_E',b'1707766',b'1',b'26137598',b'2014-10-17T05:59:24Z'
b'3134614723',b'33.6845757',b'-117.8146250',b'Christine_E',b'1707766',b'1',b'26137598',b'2014-10-17T05:59:24Z'
b'3134614833',b'33.6838395',b'-117.8162602',b'Adam Martin',b'1539368',b'2',b'89104384',b'2020-08-07T17:59:58Z'
b'3134614843',b'33.6841301',b'-117.8164127',b'Adam Martin',b'1539368',b'2',b'89104384',b'2020-08-07T17:59:58Z'
b'3134614856',b'33.6828437',b'-117.8164623',b'Christine_E',b'1707766',b'1',b'26137598',b'2014-10-17T05:59:25Z'
b'3134614866',b'33.6830893',b'-117.8155208',b'Christine_E',b'1707766',b'1',b'26137598',b'2014-10-17T05:59:25Z'
b'3134614876',b'33.6830519',b'-117.8148228',b'Christine_E',b'1707766',b'1',b'26137598',b'2014-10-17T05:59:25Z'
b'3134614886',b'33.6825228',b'-117.8140878',b'Omnific',b'1408522',b'2',b'27168384',b'2014-12-01T23:09:52Z'
